codigo,date,value_sa
20712,2012-05-01,508.7787274054009
20712,2012-06-01,493.7766060618701
20712,2012-07-01,503.93069501815694
20712,2012-08-01,535.0150949283661
20712,2012-09-01,526.5846115759621
20712,2012-10-01,797.1067165516105
20712,2012-11-01,681.0873185223551
20712,2012-12-01,608.7901616632564
20712,2013-01-01,691.7678333481226
20712,2013-02-01,685.2706561116441
20712,2013-03-01,679.3026134762837
20712,2013-04-01,732.1220161322999
20712,2013-05-01,684.7031766033515
20712,2013-06-01,721.0229039829582
20712,2013-07-01,672.3448106022606
20712,2013-08-01,716.1145930308903
20712,2013-09-01,789.6055336245591
20712,2013-10-01,1018.5433364551604
20712,2013-11-01,970.9251578810106
20712,2013-12-01,1009.3629908866549
20712,2014-01-01,906.0888310813
20712,2014-02-01,893.1935475078625
20712,2014-03-01,771.3926489257419
20712,2014-04-01,849.340920095738
20712,2014-05-01,970.3089485334722
20712,2014-06-01,946.7234565695501
20712,2014-07-01,1030.9787028104363
20712,2014-08-01,1019.0429055605134
20712,2014-09-01,1171.7301228421306
20712,2014-10-01,916.493889413937
20712,2014-11-01,877.3311666650194
20712,2014-12-01,884.511136292733
20712,2015-01-01,969.7033827480233
20712,2015-02-01,915.124344242524
20712,2015-03-01,946.5685387263146
20712,2015-04-01,926.8462518473132
20712,2015-05-01,890.2137721885153
20712,2015-06-01,923.2511354354267
20712,2015-07-01,1028.0412558919793
20712,2015-08-01,965.5992222746538
20712,2015-09-01,968.3131711723706
20712,2015-10-01,748.6938555921837
20712,2015-11-01,852.8488565654628
20712,2015-12-01,894.4748882852383
20712,2016-01-01,810.8148322153792
20712,2016-02-01,891.7664550219533
20712,2016-03-01,853.3420208014817
20712,2016-04-01,890.6527024395729
20712,2016-05-01,860.5959539282928
20712,2016-06-01,900.3865980301179
20712,2016-07-01,865.8968562282952
20712,2016-08-01,739.683945616426
20712,2016-09-01,727.5746679155219
20712,2016-10-01,803.2021796304609
20712,2016-11-01,813.3916542096534
20712,2016-12-01,814.9475013608505
20712,2017-01-01,694.409431676268
20712,2017-02-01,824.6570771970555
20712,2017-03-01,817.9746604412214
20712,2017-04-01,750.5672856919347
20712,2017-05-01,818.042179201868
20712,2017-06-01,810.295094675531
20712,2017-07-01,788.1536141704642
20712,2017-08-01,845.1678045023907
20712,2017-09-01,818.582092708447
20712,2017-10-01,797.699449479352
20712,2017-11-01,827.8678288706044
20712,2017-12-01,815.2729934709329
20712,2018-01-01,860.4168097071362
20712,2018-02-01,822.6655326143664
20712,2018-03-01,877.8116549930655
20712,2018-04-01,940.0824087190866
20712,2018-05-01,909.2282470448417
20712,2018-06-01,911.6680933779446
20712,2018-07-01,871.8128436113718
20712,2018-08-01,934.3755618961222
20712,2018-09-01,898.1365387224308
20712,2018-10-01,924.7803559601566
20712,2018-11-01,900.0200692538995
20712,2018-12-01,902.4622579224626
20712,2019-01-01,964.1944441061999
20712,2019-02-01,1016.0720854136066
20712,2019-03-01,972.4034811087735
20712,2019-04-01,1122.0829559337174
20712,2019-05-01,1068.2654823871683
20712,2019-06-01,1050.6747763425979
20712,2019-07-01,1148.7286418118415
20712,2019-08-01,1119.2292703314636
20712,2019-09-01,1181.9131505497382
20712,2019-10-01,1247.7705625505773
20712,2019-11-01,1184.6179521262875
20712,2019-12-01,1199.8326701341266
20712,2020-01-01,1216.02123053302
20712,2020-02-01,1264.5079705306428
20712,2020-03-01,1027.3940482480753
20712,2020-04-01,1439.319595098149
20712,2020-05-01,832.6274286511468
20712,2020-06-01,1033.2619482074697
20712,2020-07-01,1004.7340329196999
20712,2020-08-01,973.5385134640767
20712,2020-09-01,829.1473494604935
20712,2020-10-01,1318.0625899228835
20712,2020-11-01,1383.0894763660124
20712,2020-12-01,1358.633999036383
20712,2021-01-01,1181.3975259405295
20712,2021-02-01,1384.528965127872
20712,2021-03-01,1481.9613497855378
20712,2021-04-01,1388.2207680915044
20712,2021-05-01,1416.6345196049072
20712,2021-06-01,1386.929975083854
20712,2021-07-01,1392.7422258610293
20712,2021-08-01,1347.366787429015
20712,2021-09-01,1340.6179080542495
20712,2021-10-01,1216.2250813207522
20712,2021-11-01,1329.2653718821007
20712,2021-12-01,1345.874123818619
20712,2022-01-01,1224.5951802156421
20712,2022-02-01,1329.8075735729017
20712,2022-03-01,1407.6305379508922
20712,2022-04-01,1960.3618274179273
20712,2022-05-01,1799.5471603417918
20712,2022-06-01,1739.1745764690475
20712,2022-07-01,1731.5734503232986
20712,2022-08-01,1538.4867647842664
20712,2022-09-01,1363.8692425057027
20712,2022-10-01,1250.24342467856
20712,2022-11-01,1210.9993985779092
20712,2022-12-01,1147.567665948208
20712,2023-01-01,1388.0260050530405
20712,2023-02-01,1280.7045052976798
20712,2023-03-01,1403.6287311377569
20712,2023-04-01,1189.680840390112
20712,2023-05-01,1211.4862284294823
20712,2023-06-01,1179.2936692703997
20712,2023-07-01,1168.8920430701653
20712,2023-08-01,1364.7680046507055
20712,2023-09-01,1266.7735473499483
20712,2023-10-01,1308.4162891586025
20712,2023-11-01,1305.004543941139
20712,2023-12-01,1416.164660173881
20712,2024-01-01,1391.1521368913366
20712,2024-02-01,1446.757003233696
20712,2024-03-01,1326.7352005782757
20712,2024-04-01,1569.9448867461394
20712,2024-05-01,1539.659117035589
20712,2024-06-01,1577.8858860964162
20712,2024-07-01,1568.0138109564884
20712,2024-08-01,1574.5677061022423
20712,2024-09-01,1653.995884756101
20712,2024-10-01,1693.0895853741695
20712,2024-11-01,1646.0347635999544
20712,2024-12-01,1547.3419754357403
20712,2025-01-01,1784.146905007846
20712,2025-02-01,1931.2493412491604
20712,2025-03-01,1667.9404507874256
20712,2025-04-01,1680.292976666011
