date,ipca_ssubj,ipca_full,pi_12m_lag,u_rate,focus,ippcv
2008-11-01,5.842118303375665,6.388596927956325,6.409530261467666,8.079783210966763,4.33,0
2008-12-01,6.927985458298935,5.902724390654646,6.388596927956325,8.223673009615737,4.34,0
2009-01-01,10.712883797216822,5.839344298109861,5.902724390654646,8.290696911993583,4.28,0
2009-02-01,10.78748247907142,5.90253747513434,5.839344298109861,8.55538824684871,4.3,0
2009-03-01,4.3413701807077265,5.60712276602191,5.90253747513434,8.505831269075474,4.31,0
2009-04-01,6.39213390914668,5.5337782830583215,5.60712276602191,8.588221397072921,4.27,0
2009-05-01,7.32655070728514,5.198622240567041,5.5337782830583215,8.697621914784676,4.24,0
2009-06-01,5.992598083675471,4.801565436075683,5.198622240567041,8.861111523141998,4.29,0
2009-07-01,5.202308324622407,4.499395676982321,4.801565436075683,9.115535655973254,4.3,0
2009-08-01,5.994545250872929,4.36385168159823,4.499395676982321,9.211996086598292,4.28,0
2009-09-01,4.5607718119751395,4.343100767066788,4.36385168159823,9.374226555770287,4.31,0
2009-10-01,2.7692305956957597,4.166391249743429,4.343100767066788,9.24834969516817,4.36,0
2009-11-01,7.2847247393026615,4.218345939725032,4.166391249743429,9.025475674511286,4.38,0
2009-12-01,8.339116060735563,4.31165006256784,4.218345939725032,8.62641056766261,4.38,0
2010-01-01,9.484104966652973,4.5920859794821745,4.31165006256784,8.644732489695397,4.42,0
2010-02-01,7.738339772605074,4.831099691042273,4.5920859794821745,8.494919714181371,4.43,0
2010-03-01,6.7405415698851945,5.166002520001234,4.831099691042273,8.341249438346836,4.47,0
2010-04-01,6.140177640745148,5.260260379320547,5.166002520001234,8.35292731533084,4.5,0
2010-05-01,10.572733425108183,5.218403090182178,5.260260379320547,8.181209944271101,4.46,0
2010-06-01,6.8636303077768135,4.8410906272117415,5.218403090182178,8.047670698539365,4.46,0
2010-07-01,3.40879767697273,4.600533921498751,4.8410906272117415,7.926964836041378,4.46,0
2010-08-01,5.853132338757616,4.485543932211589,4.600533921498751,7.879088004997667,4.5,0
2010-09-01,5.266413676829362,4.70421959723093,4.485543932211589,7.941737533541551,4.47,0
2010-10-01,8.672043764844851,5.195061101666876,4.70421959723093,7.94068114017297,4.48,0
2010-11-01,9.250154785210318,5.634847512198693,5.195061101666876,7.928754394196916,4.48,0
2010-12-01,15.217235546325213,5.9086887217945305,5.634847512198693,7.8863237742963515,4.51,0
2011-01-01,13.677306077592299,5.992987349599699,5.9086887217945305,7.743042254342074,4.47,0
2011-02-01,11.240122458465285,6.014171342034569,5.992987349599699,7.570554275260593,4.51,0
2011-03-01,9.079751601658813,6.298987616320217,6.014171342034569,7.337067875022309,4.5,0
2011-04-01,9.645496926000963,6.5102569235040875,6.298987616320217,7.6101530517700455,4.54,0
2011-05-01,10.212832385321025,6.55278165324007,6.5102569235040875,7.653834270144162,4.6,0
2011-06-01,9.232834232196785,6.7125507114063065,6.55278165324007,7.623334516356679,4.6,0
2011-07-01,7.777853669567514,6.872599283200209,6.7125507114063065,7.640285012651173,4.63,0
2011-08-01,6.946604721143612,7.225226440980759,6.872599283200209,7.620673928754612,4.55,0
2011-09-01,7.9600497838013595,7.310902059629787,7.225226440980759,7.56848753926484,4.76,0
2011-10-01,9.878405320142347,6.9700991192924056,7.310902059629787,7.459266656990798,4.73,0
2011-11-01,7.286974617638098,6.641308865574258,6.9700991192924056,7.5925110403673655,4.74,0
2011-12-01,10.297447000931136,6.503352743680169,6.641308865574258,7.806443390801135,4.76,0
2012-01-01,14.736695266805654,6.217997653937091,6.503352743680169,7.733356540976333,4.65,0
2012-02-01,10.196993773627728,5.849085647435515,6.217997653937091,7.694165232327937,4.68,0
2012-03-01,5.847472334208548,5.239991936124322,5.849085647435515,7.576983310665325,4.87,0
2012-04-01,7.90578040348453,5.1041657194300205,5.239991936124322,7.335782593500165,4.89,0
2012-05-01,5.776427030690545,4.9888673678113005,5.1041657194300205,7.429505527617604,4.91,0
2012-06-01,7.348909974486473,4.915425283547448,4.9888673678113005,7.404863479302275,4.91,0
2012-07-01,11.581142438997372,5.19841436932682,4.915425283547448,7.377212126376843,4.9,0
2012-08-01,8.351454996398665,5.2403840391230805,5.19841436932682,7.334773441845783,4.9,0
2012-09-01,5.098685393214031,5.282203377200179,5.2403840391230805,7.253776376043179,4.92,0
2012-10-01,7.275908250280372,5.449829043593879,5.282203377200179,7.244991103465903,4.98,0
2012-11-01,8.744261128818277,5.533837250501938,5.449829043593879,7.296772343548427,4.96,0
2012-12-01,7.578635272985679,5.83859471814745,5.533837250501938,7.418725754345187,4.93,0
2013-01-01,14.529663085501344,6.154336082552536,5.83859471814745,7.4406812036412635,5,0
2013-02-01,15.931389342974644,6.312914644042356,6.154336082552536,7.591201771195976,5.06,0
2013-03-01,7.467949289431641,6.588765923358908,6.312914644042356,7.583974225975094,5.14,0
2013-04-01,10.449262413214711,6.493513984299737,6.588765923358908,7.449532462832913,5.17,0
2013-05-01,8.43609297362069,6.504135128766597,6.493513984299737,7.39450364655516,5.14,0
2013-06-01,8.684633642643135,6.695915835898392,6.504135128766597,7.34462022555605,5.13,0
2013-07-01,6.073146017564968,6.2706921691397355,6.695915835898392,7.238372127526804,5.21,0
2013-08-01,8.322874209875186,6.090762064213395,6.2706921691397355,7.151563738747563,5.18,0
2013-09-01,7.690585124614824,5.858620748231913,6.090762064213395,7.1347180684850295,5.19,0
2013-10-01,9.092861581064703,5.83748487151341,5.858620748231913,7.082622583730715,5.24,0
2013-11-01,7.072262004932517,5.7744067237047725,5.83748487151341,7.026479369083892,5.23,0
2013-12-01,10.210561142358632,5.910683255331084,5.7744067237047725,6.791638970850797,5.23,0
2014-01-01,9.588532366291801,5.585065392575617,5.910683255331084,6.697185598329821,5.21,0
2014-02-01,13.651835220021269,5.679517624013752,5.585065392575617,6.639816796237972,5.16,0
2014-03-01,9.870699689265772,6.152891009198291,5.679517624013752,6.717796330770537,5.16,0
2014-04-01,8.08342984821504,6.279552187877435,6.152891009198291,6.739486626725152,5.2,0
2014-05-01,9.935434628027927,6.374855650409583,6.279552187877435,6.768126983043028,5.2,0
2014-06-01,9.61110002252874,6.523283601369245,6.374855650409583,6.755509254734328,5.21,0
2014-07-01,7.340510574175352,6.502234310726562,6.523283601369245,6.840264664155715,5.23,0
2014-08-01,7.756868767568825,6.512969846616312,6.502234310726562,6.925841964851736,5.2,0
2014-09-01,8.83786007188263,6.746474315256257,6.512969846616312,6.9623751532942615,5.14,0
2014-10-01,6.0775163019670675,6.587240379756931,6.746474315256257,6.993656629218127,5.22,0
2014-11-01,6.981345553784202,6.555291341873404,6.587240379756931,7.046801988341032,5.27,0
2014-12-01,9.717803753055154,6.4074707959081545,6.555291341873404,7.156017675316304,5.28,0
2015-01-01,13.444301854968854,7.13773697531781,6.4074707959081545,7.150177032135405,4.96,0
2015-02-01,11.675829804293581,7.701587433080315,7.13773697531781,7.342764138170106,4.94,0
2015-03-01,13.113235041277683,8.12850466091044,7.701587433080315,7.47595067797267,4.91,0
2015-04-01,9.763952992874358,8.17148681360682,8.12850466091044,7.625208150442561,4.9,0
2015-05-01,9.752619857425259,8.472942638647574,8.17148681360682,7.944966301104689,4.76,0
2015-06-01,8.290202738411324,8.894429960185125,8.472942638647574,8.25739627270628,4.65,0
2015-07-01,8.868027163981939,9.558392611753286,8.894429960185125,8.528276078520749,4.63,0
2015-08-01,7.422765579098556,9.525477369967383,9.558392611753286,8.794365748553556,4.63,0
2015-09-01,8.006803058384815,9.492789208366315,9.525477369967383,9.124377289074063,4.68,0
2015-10-01,8.114218428184984,9.928892215568851,9.492789208366315,9.39076218229473,4.74,0
2015-11-01,7.003838350744251,10.475767294535853,9.928892215568851,9.60254937766431,4.83,0
2015-12-01,7.273288652060428,10.673028133975059,10.475767294535853,9.669671983476196,4.86,0
2016-01-01,12.326970664315407,10.705805070312868,10.673028133975059,9.881400675305917,5.2,0
2016-02-01,7.1326336860976225,10.355884374834744,10.705805070312868,10.165948757390362,5.17,0
2016-03-01,5.481297227176984,9.386372370862063,10.355884374834744,10.461238437362693,5.07,0
2016-04-01,7.805025447539404,9.277794397895045,9.386372370862063,10.8242715299911,4.89,0
2016-05-01,6.894184733209996,9.321189730159452,9.277794397895045,10.992576631443567,4.7,0
2016-06-01,5.625166540537707,8.843747317528106,9.321189730159452,11.269206758812384,4.63,0
2016-07-01,6.522672676646835,8.735771054919073,8.843747317528106,11.57769506991362,4.54,0
2016-08-01,4.618774880334131,8.974497601601229,8.735771054919073,11.84456575393128,4.49,0
2016-09-01,4.446498365129226,8.475968623287233,8.974497601601229,12.01595504152999,4.49,0
2016-10-01,5.801679794331482,7.873670831489243,8.475968623287233,12.22610350726136,4.46,0
2016-11-01,5.68266504778141,6.987383298318162,7.873670831489243,12.446909094854043,4.44,0
2016-12-01,4.158414631216711,6.287988213221385,6.987383298318162,12.75728354099753,4.4,0
2017-01-01,5.841798047437896,5.354015071765628,6.287988213221385,12.942053674169493,4.3,0
2017-02-01,3.8672167910561495,4.758907296163506,5.354015071765628,13.110815470165402,4.24,0
2017-03-01,4.450824428879074,4.571105115681884,4.758907296163506,13.267960302748932,4.19,0
2017-04-01,4.152577354253517,4.082516894622801,4.571105115681884,13.21840935492605,4.13,0
2017-05-01,2.1260855389261257,3.5972561777709355,4.082516894622801,13.092538941085897,4.18,0
2017-06-01,5.9845673499024254,2.9985569924055655,3.5972561777709355,12.931479285692083,4.12,0
2017-07-01,3.4238817432745705,2.711625766806125,2.9985569924055655,12.787419274620968,4.07,0
2017-08-01,2.5680328215268,2.4559084940275255,2.711625766806125,12.634139396783,4.05,0
2017-09-01,2.530775492176063,2.5376909332922803,2.4559084940275255,12.618987045770238,4.02,0
2017-10-01,3.418630039703774,2.7013208888963858,2.5376909332922803,12.602454806856024,4,0
2017-11-01,1.913620449624398,2.803785425356309,2.7013208888963858,12.60908538631197,4.01,0
2017-12-01,4.2879810749915315,2.9474213204347066,2.803785425356309,12.505001153093293,4.01,0
2018-01-01,2.4032345552701173,2.8551164512865324,2.9474213204347066,12.535162116924775,3.99,0
2018-02-01,3.915801657972273,2.8448937245174832,2.8551164512865324,12.542959911277235,3.98,0
2018-03-01,4.6508675635430485,2.6808027890635966,2.8448937245174832,12.64705533081579,3.9,0
2018-04-01,0.5817177881003222,2.762797093885405,2.6808027890635966,12.52290266836722,3.86,0
2018-05-01,0.5482517452902513,2.855013306740495,2.762797093885405,12.492828475177458,3.86,0
2018-06-01,4.393932653305188,4.391103973908739,2.855013306740495,12.388982634087727,3.85,0
2018-07-01,4.922097929328451,4.484843730323074,4.391103973908739,12.32376607098212,3.83,0
2018-08-01,1.6307273555516533,4.193015967212532,4.484843730323074,12.221382556800064,3.79,0
2018-09-01,4.034152401991897,4.525976016441646,4.193015967212532,12.092821067099605,3.85,0
2018-10-01,0.058370987265066177,4.5570294494237995,4.525976016441646,12.144730628295969,3.83,0
2018-11-01,5.3793890188046145,4.046031395814431,4.5570294494237995,12.179791247592647,3.81,0
2018-12-01,4.506477735535208,3.7455811701915476,4.046031395814431,12.321972737179262,3.77,0
2019-01-01,8.40102090015531,3.7765275659538577,3.7455811701915476,12.427213551233452,3.72,0
2019-02-01,1.6749873105480262,3.890225411907422,3.7765275659538577,12.407538701198625,3.71,0
2019-03-01,2.8193152360441287,4.575283531443475,3.890225411907422,12.274087601833223,3.71,0
2019-04-01,4.86605515643721,4.94050594134432,4.575283531443475,12.184689788347216,3.7,0
2019-05-01,2.9829372025539147,4.658258542783678,4.94050594134432,12.081483124296813,3.71,0
2019-06-01,2.2270185102958084,3.3662671524801624,4.658258542783678,11.976287562804913,3.66,0
2019-07-01,1.980190970820317,3.2220204658661933,3.3662671524801624,11.843079042381621,3.61,0
2019-08-01,5.07342455609594,3.4286155014476183,3.2220204658661933,11.918423758263188,3.55,0
2019-09-01,1.5195210201777165,2.893424893176899,3.4286155014476183,11.970275695817307,3.55,0
2019-10-01,3.1059776498731484,2.5350285773626524,2.893424893176899,12.033958014059547,3.53,0
2019-11-01,1.4795005002352424,3.274906390573662,2.5350285773626524,11.75922759187926,3.51,0
2019-12-01,7.777897758570784,4.306151617159526,3.274906390573662,11.67532222418191,3.5,0
2020-01-01,6.730704138216503,4.191771237832054,4.306151617159526,11.590001789268218,3.44,0
2020-02-01,2.0242377929508892,4.005113905034707,4.191771237832054,11.60000802686056,3.41,0
2020-03-01,1.589077207759626,3.303157719890204,4.005113905034707,11.81653061454234,3.41,0
2020-04-01,2.1177147921055184,2.3992794287667873,3.303157719890204,12.345936418694894,3.37,0
2020-05-01,-0.8602640483588941,1.8777271637496984,2.3992794287667873,12.808839259789961,3.37,0
2020-06-01,1.2248553581935884,2.1324173853674466,1.8777271637496984,13.43616161164389,3.3,0
2020-07-01,-0.25796540113964816,2.3056249976072696,2.1324173853674466,14.002918111508937,3.26,0
2020-08-01,1.5983184291856745,2.438464759566572,2.3056249976072696,14.74620330904391,3.27,0
2020-09-01,2.5630253895193578,3.135329313827495,2.438464759566572,14.940765850992232,3.27,0
2020-10-01,4.582242012047089,3.9183500316257946,3.135329313827495,14.845433968552548,3.25,2.23116305922555
2020-11-01,5.485830901357613,4.311223325779134,3.9183500316257946,14.799437587676268,3.24,2.43707825397089
2020-12-01,4.052938643341908,4.517456886424509,4.311223325779134,14.727266539718983,3.24,2.31989766210222
2021-01-01,8.339218430020455,4.559198112322793,4.517456886424509,14.648829420440117,3.24,2.1351321170555
2021-02-01,4.022419686081635,5.195378642593207,4.559198112322793,14.419209592406004,3.22,2.48701956980959
2021-03-01,6.194890825115662,6.099478544411618,5.195378642593207,14.348686076610798,3.2086,2.83512523669478
2021-04-01,0.9790428862959111,6.759303889225454,6.099478544411618,14.42687246333805,3.2231,2.54743558650837
2021-05-01,3.882529933479373,8.056065441058813,6.759303889225454,14.468097654433624,3.2559,2.36004645565398
2021-06-01,5.53340457176823,8.347072365579677,8.056065441058813,14.138680104171206,3.2107,1.88359541756712
2021-07-01,6.172332025637162,8.994822840870187,8.347072365579677,13.668402784718886,3.1579,1.94050838450942
2021-08-01,8.10464866851257,9.679773624068133,8.994822840870187,13.168955352127366,3.1771,2.05068320266145
2021-09-01,4.679096712649322,10.246394955255722,9.679773624068133,12.746345902441035,3.1421,2.15133157481482
2021-10-01,8.652981669023507,10.672622156186339,10.246394955255722,12.371561114231719,3.1895,2.57349608020017
2021-11-01,5.1393297796832105,10.73850090767916,10.672622156186339,12.004192980160147,3.1921,2.73646138732742
2021-12-01,9.559437023926233,10.060982737443336,10.73850090767916,11.66515640532294,3.1815,3.05801043667799
2022-01-01,11.365689696373993,10.379424844245854,10.060982737443336,11.345768890935883,3.1553,3.29525983443262
2022-02-01,10.433611826247535,10.543661726335408,10.379424844245854,10.972506781862677,3.2383,2.58143311077117
2022-03-01,9.302955730421548,11.299412129585251,10.543661726335408,10.56187846671955,3.2363,2.69005478646554
2022-04-01,10.163078334450383,12.131630216906665,11.299412129585251,10.153740848344786,3.2155,3.09120678664279
2022-05-01,9.141970018791445,11.731212845583983,12.131630216906665,9.583415680613736,3.272,2.6270426893587
2022-06-01,13.185483598295278,11.886869625198027,11.731212845583983,9.252616705312304,3.2961,2.81233104334854
2022-07-01,10.661437973614296,10.06940331687085,11.886869625198027,9.099447789414743,3.2744,2.58215471522262
2022-08-01,8.71617678927905,8.727291292620043,10.06940331687085,8.97224682212679,3.2698,1.66207829914337
2022-09-01,8.073892033032571,7.168824789164585,8.727291292620043,8.824693374404482,3.2898,1
2022-10-01,4.2559509444843435,6.470372234988386,7.168824789164585,8.590072038727472,3.2482,0
2022-11-01,7.0443755940662545,5.900728970701263,6.470372234988386,8.475601835685005,3.3389,0
2022-12-01,4.811903812910301,5.785092907889489,5.900728970701263,8.404200706032604,3.3922,0
2023-01-01,7.159259024318687,5.774497041323934,5.785092907889489,8.428810782945034,3.6076,0
2023-02-01,6.808443462237546,5.596404965858115,5.774497041323934,8.302595735893739,3.8961,0
2023-03-01,4.046975024941113,4.65077985348159,5.596404965858115,8.176692491123145,3.9089,0
2023-04-01,7.025285263192371,4.184788058055289,4.65077985348159,8.107271918872778,3.952,0
2023-05-01,4.62779334746839,3.935829143848002,4.184788058055289,8.108254890993354,3.8742,0
2023-06-01,8.167483718634916,3.1614737021461004,3.935829143848002,8.03425488250458,3.6034,0
2023-07-01,2.6835012942395764,3.9923892107705194,3.1614737021461004,7.933311589108986,3.5197,0
2023-08-01,1.5456567713712843,4.608170145894341,3.9923892107705194,7.874976273216229,3.5413,0
2023-09-01,4.3558354166966184,5.185280534476955,4.608170145894341,7.856356161739241,3.5131,0
2023-10-01,2.292528348757661,4.819184978612423,5.185280534476955,7.920448023913115,3.5408,0
2023-11-01,3.6833145099935294,4.683565944484158,4.819184978612423,7.942494715078525,3.5562,0
2023-12-01,5.734943386451707,4.62119000508181,4.683565944484158,7.828207614041931,3.5312,0
2024-01-01,9.25123326926136,4.506791223649453,4.62119000508181,7.630354252705457,3.4693,0
2024-02-01,5.267858057719277,4.4963713627921065,4.506791223649453,7.505331254736144,3.4446,0
2024-03-01,5.429542297645895,3.925612019964686,4.4963713627921065,7.27813260980618,3.4205,0
2024-04-01,3.9756907367419103,3.687975470639815,3.925612019964686,7.136313476311938,3.4719,0
2024-05-01,5.007546871892088,3.9260166114551964,3.687975470639815,6.928198941573339,3.6357,0
2024-06-01,4.4352632114918356,4.227659366812064,3.9260166114551964,6.943645607153899,3.6238,0
2024-07-01,8.04269598304903,4.498390807355812,4.227659366812064,6.878342503378841,3.5999,0
2024-08-01,3.566738436666883,4.237739553033837,4.498390807355812,6.753234762080732,3.5915,0
2024-09-01,0.4079575811483771,4.424788005957625,4.237739553033837,6.550244560580616,3.6011,0
2024-10-01,9.720204927924225,4.758111822104172,4.424788005957625,6.498937700835883,3.5893,0
2024-11-01,7.451781707742722,4.872950241628371,4.758111822104172,6.497853118075383,3.6302,0
2024-12-01,7.933135183728002,4.831196748394784,4.872950241628371,6.5452605571435045,3.7628,0
2025-01-01,10.659718461341194,4.5597290097210585,4.831196748394784,6.5195405781694,3.8574,0
2025-02-01,8.488380314036048,5.057617411058635,4.5597290097210585,6.410139041384327,3.7617,0
2025-03-01,8.02246798705153,5.4772504272732725,5.057617411058635,6.340876581418592,3.7633,0
2025-04-01,7.6985220559851575,5.529901787319957,5.4772504272732725,6.182491528613035,3.8357,0
2025-05-01,5.163287019692775,5.3197939644519465,5.529901787319957,5.990785719207979,3.8438,0
2025-06-01,5.437434787359208,5.351285239090631,5.3197939644519465,5.846264764721002,3.7735,0
2025-07-01,6.125700002511958,5.225254704078264,5.351285239090631,5.7606543384600775,3.7596,0
2025-08-01,4.275726643820854,5.1304098184167035,5.225254704078264,5.754781824773677,3.6743,0
2025-09-01,0.612653857898926,5.172248701256943,5.1304098184167035,5.781199680603511,3.6292,0
2025-10-01,4.2714892918559455,4.680707129995332,5.172248701256943,5.758786425517622,3.5818,0
2025-11-01,3.6337839680550044,4.46178173977918,4.680707129995332,5.573640838933279,3.5505,0
2025-12-01,6.499903824305209,4.264347581156258,4.46178173977918,5.4416773264979446,3.5225,0
2026-01-01,6.886243202227971,4.441313524169499,4.264347581156258,5.362695726767248,3.4973,0
2026-02-01,7.795029025965605,3.812336659250559,4.441313524169499,5.375199559126953,3.5539,0
2026-03-01,5.938339933862968,4.1426398615393545,3.812336659250559,5.391906775465763,3.579,0
2026-04-01,6.544441280813684,4.391510250751041,4.1426398615393545,5.420523377231987,3.5587,0
2026-05-01,4.884475982814429,4.724719208932671,4.391510250751041,5.412763199216627,3.5653,0
